rvno	rno	like
3680	8038	4
3681	8040	4
3682	8044	2
3683	8045	4
3684	8046	1
3685	8047	1
3686	8048	2
3687	8051	2
3688	8052	1
3689	8053	5
3690	8054	2
3691	8057	3
3692	8059	4
3693	8062	2
3694	8064	1
3695	8065	2
3696	8068	3
3697	8069	4
3698	8072	5
3699	8076	2
3700	8078	5
3701	8081	4
3702	8083	3
3703	8085	1
3704	8086	4
3705	8088	3
3706	8091	5
3707	8093	2
3708	8095	3
3709	8096	4
3710	8097	2
3711	8098	4
3712	8101	4
3713	8105	5
3714	8106	1
3715	8107	2
3716	8110	1
3717	8113	5
3718	8116	5
3719	8117	4
3720	8120	1
3721	8121	2
3722	8124	1
3723	8125	4
3724	8126	4
3725	8127	2
3726	8130	1
3727	8131	4
3728	8133	4
3729	8135	4
3730	8139	1
3731	8142	3
3732	8143	2
3733	8144	2
3734	8147	1
3735	8148	5
3736	8151	3
3737	8152	3
3738	8153	4
3739	8157	2
3740	8159	5
3741	8161	5
3742	8162	3
3743	8164	4
3744	8166	3
3745	8167	4
3746	8170	3
3747	8172	1
3748	8173	1
3749	8176	1
3750	8177	5
3751	8178	2
3752	8183	1
3753	8184	1
3754	8185	4
3755	8187	1
3756	8191	4
3757	8193	4
3758	8195	5
3759	8196	1
3760	8198	5
3761	8199	2
3762	8205	2
3763	8208	3
3764	8209	5
3765	8210	5
3766	8211	2
3767	8217	3
3768	8218	3
3769	8221	1
3770	8227	2
3771	8236	1
3772	8237	1
3773	8239	4
3774	8240	5
3775	8244	3
3776	8245	2
3777	8247	5
3778	8249	1
3779	8250	5
3780	8252	3
3781	8253	3
3782	8257	3
3783	8260	2
3784	8262	2
3785	8263	2
3786	8264	5
3787	8266	2
3788	8272	4
3789	8274	4
3790	8276	1
3791	8285	5
3792	8286	4
3793	8290	5
3794	8291	2
3795	8296	4
3796	8297	4
3797	8298	4
3798	8300	2
3799	8301	4
3800	8302	3
3801	8305	3
3802	8306	5
3803	8308	1
3804	8309	4
3805	8311	1
3806	8312	4
3807	8314	2
3808	8315	3
3809	8317	3
3810	8318	3
3811	8324	5
3812	8329	1
3813	8332	5
3814	8334	3
3815	8336	1
3816	8337	3
3817	8339	3
3818	8340	2
3819	8341	4
3820	8342	1
3821	8343	1
3822	8350	1
3823	8352	4
3824	8355	1
3825	8357	2
3826	8359	1
3827	8365	2
3828	8366	5
3829	8367	3
3830	8368	1
3831	8370	5
3832	8372	2
3833	8373	2
3834	8374	3
3835	8380	5
3836	8381	2
3837	8383	4
3838	8386	3
3839	8388	1
3840	8391	5
3841	8392	3
3842	8393	3
3843	8394	4
3844	8399	1
3845	8400	3
3846	8403	2
3847	8405	4
3848	8408	4
3849	8409	2
3850	8411	2
3851	8412	5
3852	8413	1
3853	8415	2
3854	8420	3
3855	8423	1
3856	8424	2
3857	8428	5
3858	8430	1
3859	8431	4
3860	8434	4
3861	8435	1
3862	8437	5
3863	8438	1
3864	8439	3
3865	8440	3
3866	8441	5
3867	8449	2
3868	8450	1
3869	8453	5
3870	8458	3
3871	8460	2
3872	8464	3
3873	8467	4
3874	8469	4
3875	8472	1
3876	8474	1
3877	8478	3
3878	8480	2
3879	8481	2
3880	8483	3
3881	8484	2
3882	8485	5
3883	8487	5
3884	8489	1
3885	8496	3
3886	8500	5
3887	8501	4
3888	8505	4
3889	8506	5
3890	8507	1
3891	8508	5
3892	8510	5
3893	8512	3
3894	8514	2
3895	8518	4
3896	8520	2
3897	8523	1
3898	8524	2
3899	8525	5
3900	8526	4
3901	8528	2
3902	8529	2
3903	8530	4
3904	8532	3
3905	8533	2
3906	8534	4
3907	8535	5
3908	8537	1
3909	8538	3
3910	8540	2
3911	8541	3
3912	8544	1
3913	8545	2
3914	8547	5
3915	8549	2
3916	8551	2
3917	8552	4
3918	8553	3
3919	8555	2
3920	8556	3
3921	8559	5
3922	8560	5
3923	8562	2
3924	8564	5
3925	8566	3
3926	8567	1
3927	8569	3
3928	8570	3
3929	8573	3
3930	8574	3
3931	8579	4
3932	8580	1
3933	8582	2
3934	8583	2
3935	8585	4
3936	8590	4
3937	8592	3
3938	8595	5
3939	8596	4
3940	8599	1
3941	8600	2
3942	8604	3
3943	8609	4
3944	8611	1
3945	8612	5
3946	8616	4
3947	8617	1
3948	8619	3
3949	8621	2
3950	8622	2
3951	8623	4
3952	8624	4
3953	8625	1
3954	8627	4
3955	8630	1
3956	8633	5
3957	8634	3
3958	8635	1
3959	8637	2
3960	8639	3
3961	8640	3
3962	8642	5
3963	8643	1
3964	8644	3
3965	8646	4
3966	8648	3
3967	8651	4
3968	8655	5
3969	8659	1
3970	8662	3
3971	8664	3
3972	8666	4
3973	8669	5
3974	8672	2
3975	8674	1
3976	8677	1
3977	8679	4
3978	8680	4
3979	8684	2
3980	8685	3
3981	8686	2
3982	8687	4
3983	8688	4
3984	8689	1
3985	8697	5
3986	8703	3
3987	8705	1
3988	8714	2
3989	8717	5
3990	8719	5
3991	8720	2
3992	8721	2
3993	8722	3
3994	8724	2
3995	8729	4
3996	8734	5
3997	8735	2
3998	8738	5
3999	8740	1
4000	8741	4
4001	8745	4
4002	8747	5
4003	8748	4
4004	8752	2
4005	8753	1
4006	8754	5
4007	8759	3
4008	8761	4
4009	8762	1
4010	8763	1
4011	8764	4
4012	8768	4
4013	8770	5
4014	8771	1
4015	8779	5
4016	8781	5
4017	8785	4
4018	8787	4
4019	8788	1
4020	8790	1
4021	8791	5
4022	8792	5
4023	8793	2
4024	8795	2
4025	8797	1
4026	8799	1
4027	8805	5
4028	8807	4
4029	8809	2
4030	8810	5
4031	8813	5
4032	8814	4
4033	8815	1
4034	8817	2
4035	8818	3
4036	8819	3
4037	8822	4
4038	8824	2
4039	8826	3
4040	8828	1
4041	8830	3
4042	8833	5
4043	8834	3
4044	8839	2
4045	8840	5
4046	8842	1
4047	8844	5
4048	8845	5
4049	8846	1
4050	8849	5
4051	8851	5
4052	8852	5
4053	8854	4
4054	8858	2
4055	8859	1
4056	8860	2
4057	8861	5
4058	8864	2
4059	8865	2
4060	8866	2
4061	8870	4
4062	8876	1
4063	8877	3
4064	8879	3
4065	8880	1
4066	8882	5
4067	8883	2
4068	8885	2
4069	8886	2
4070	8887	5
4071	8888	4
4072	8889	1
4073	8891	3
4074	8893	4
4075	8894	3
4076	8896	5
4077	8897	2
4078	8898	2
4079	8899	4
4080	8907	5
4081	8908	4
4082	8910	3
4083	8911	3
4084	8913	2
4085	8918	3
4086	8921	5
4087	8922	1
4088	8923	2
4089	8925	1
4090	8929	2
4091	8933	2
4092	8934	3
4093	8936	4
4094	8937	1
4095	8938	5
4096	8944	2
4097	8945	5
4098	8946	4
4099	8947	5
4100	8949	1
4101	8951	4
4102	8952	4
4103	8953	3
4104	8955	3
4105	8956	3
4106	8957	5
4107	8958	2
4108	8962	1
4109	8964	1
4110	8965	2
4111	8966	3
4112	8968	3
4113	8970	1
4114	8974	2
4115	8975	5
4116	8976	2
4117	8977	5
4118	8980	5
4119	8981	3
4120	8986	4
4121	8988	3
4122	8989	1
4123	8990	2
4124	8991	4
4125	8992	2
4126	8993	2
4127	8995	4
4128	8997	4
4129	9000	4
4130	9002	2
4131	9003	5
4132	9004	1
4133	9005	4
4134	9006	1
4135	9007	4
4136	9009	1
4137	9010	2
4138	9012	3
4139	9013	2
4140	9016	1
4141	9018	2
4142	9020	2
4143	9021	4
4144	9022	2
4145	9023	1
4146	9024	1
4147	9028	2
4148	9029	3
4149	9030	2
4150	9033	3
4151	9034	4
4152	9038	2
4153	9040	3
4154	9041	4
4155	9042	2
4156	9043	2
4157	9044	1
4158	9047	5
4159	9051	4
4160	9054	4
4161	9055	3
4162	9057	5
4163	9060	4
4164	9063	4
4165	9064	1
4166	9065	4
4167	9066	4
4168	9069	2
4169	9070	5
4170	9072	5
4171	9074	4
4172	9076	2
4173	9077	1
4174	9083	3
4175	9084	1
4176	9085	5
4177	9086	3
4178	9088	5
4179	9089	2
4180	9090	1
4181	9092	3
4182	9093	5
4183	9094	1
4184	9098	1
4185	9102	4
4186	9103	1
4187	9109	3
4188	9112	2
4189	9116	3
4190	9117	4
4191	9120	2
4192	9121	4
4193	9122	5
4194	9131	3
4195	9132	1
4196	9133	4
4197	9135	1
4198	9138	1
4199	9142	3
4200	9149	5
4201	9150	3
4202	9154	3
4203	9155	4
4204	9157	1
4205	9158	5
4206	9159	2
4207	9162	2
4208	9163	1
4209	9164	2
4210	9165	2
4211	9166	2
4212	9167	4
4213	9168	4
4214	9169	2
4215	9170	5
4216	9174	1
4217	9175	3
4218	9176	4
4219	9177	2
4220	9178	2
4221	9180	3
4222	9187	1
4223	9188	2
4224	9190	5
4225	9191	2
4226	9193	3
4227	9194	1
4228	9195	1
4229	9197	5
4230	9198	1
4231	9201	5
4232	9205	3
4233	9208	4
4234	9209	4
4235	9210	2
4236	9211	1
4237	9214	3
4238	9219	5
4239	9220	5
4240	9221	1
4241	9222	4
4242	9224	4
4243	9225	2
4244	9226	5
4245	9227	3
4246	9229	5
4247	9230	2
4248	9236	5
4249	9237	5
4250	9238	5
4251	9239	4
4252	9240	4
4253	9241	5
4254	9250	5
4255	9252	3
4256	9254	3
4257	9255	4
4258	9260	1
4259	9261	3
4260	9264	3
4261	9265	3
4262	9267	3
4263	9269	4
4264	9278	5
4265	9285	2
4266	9288	1
4267	9292	4
4268	9295	4
4269	9296	5
4270	9299	2
4271	9300	3
4272	9301	1
4273	9302	3
4274	9303	3
4275	9304	4
4276	9308	5
4277	9309	5
4278	9310	2
4279	9311	5
4280	9314	3
4281	9315	1
4282	9318	5
4283	9320	5
4284	9322	4
4285	9323	3
4286	9325	4
4287	9326	4
4288	9331	4
4289	9334	4
4290	9336	4
4291	9338	3
4292	9340	4
4293	9341	4
4294	9342	4
4295	9343	4
4296	9344	5
4297	9345	3
4298	9346	1
4299	9350	1
4300	9353	4
4301	9354	5
4302	9356	3
4303	9357	5
4304	9359	4
4305	9364	3
4306	9369	3
4307	9370	4
4308	9372	5
4309	9373	5
4310	9376	2
4311	9377	4
4312	9379	5
4313	9382	3
4314	9384	3
4315	9385	1
4316	9387	2
4317	9389	3
4318	9390	4
4319	9391	2
4320	9392	3
4321	9395	4
4322	9396	1
4323	9397	1
4324	9399	2
4325	9401	4
4326	9405	2
4327	9407	5
4328	9409	4
4329	9412	5
4330	9413	2
4331	9414	5
4332	9415	1
4333	9418	3
4334	9420	3
4335	9424	5
4336	9426	4
4337	9429	3
4338	9430	5
4339	9433	2
4340	9434	2
4341	9435	4
4342	9441	3
4343	9444	3
4344	9445	2
4345	9446	3
4346	9448	3
4347	9452	2
4348	9453	2
4349	9454	1
4350	9457	4
4351	9459	5
4352	9461	4
4353	9462	3
4354	9463	1
4355	9465	5
4356	9466	3
4357	9468	3
4358	9469	5
4359	9471	1
4360	9474	1
4361	9476	2
4362	9477	3
4363	9480	5
4364	9484	1
4365	9487	4
4366	9490	1
4367	9491	3
4368	9492	4
4369	9495	1
4370	9497	4
4371	9499	1
4372	9500	3
4373	9501	2
4374	9502	5
4375	9503	3
4376	9505	3
4377	9508	5
4378	9509	1
4379	9510	4
4380	9512	5
4381	9513	4
4382	9515	3
4383	9518	5
4384	9519	2
4385	9520	3
4386	9524	2
4387	9525	2
4388	9526	3
4389	9528	2
4390	9531	5
4391	9532	5
4392	9537	1
4393	9538	1
4394	9543	5
4395	9545	5
4396	9548	4
4397	9549	3
4398	9550	3
4399	9552	5
4400	9554	3
4401	9555	4
4402	9557	5
4403	9560	5
4404	9565	4
4405	9566	3
4406	9569	2
4407	9574	2
4408	9578	5
4409	9581	5
4410	9583	4
4411	9584	5
4412	9585	5
4413	9586	2
4414	9587	1
4415	9591	5
4416	9592	5
4417	9594	4
4418	9600	1
4419	9603	2
4420	9609	1
4421	9610	2
4422	9612	1
4423	9613	5
4424	9616	3
4425	9618	5
4426	9620	4
4427	9621	3
4428	9623	3
4429	9624	5
4430	9625	5
4431	9626	3
4432	9629	1
4433	9630	4
4434	9632	3
4435	9635	1
4436	9636	1
4437	9642	5
4438	9644	2
4439	9648	4
4440	9651	1
4441	9652	3
4442	9653	5
4443	9654	1
4444	9656	3
4445	9658	5
4446	9659	2
4447	9664	5
4448	9665	3
4449	9667	1
4450	9669	1
4451	9670	2
4452	9672	3
4453	9673	2
4454	9675	4
4455	9676	2
4456	9677	2
4457	9678	5
4458	9679	2
4459	9681	3
4460	9682	1
4461	9684	4
4462	9687	1
4463	9688	2
4464	9690	5
4465	9691	3
4466	9697	4
4467	9698	3
4468	9699	1
4469	9700	4
4470	9701	5
4471	9702	3
4472	9706	1
4473	9707	3
4474	9709	4
4475	9712	4
4476	9713	2
4477	9714	1
4478	9716	4
4479	9718	5
4480	9720	2
4481	9721	5
4482	9722	2
4483	9728	3
4484	9729	2
4485	9732	4
4486	9733	3
4487	9734	1
4488	9736	3
4489	9737	4
4490	9739	4
4491	9740	3
4492	9747	2
4493	9751	1
4494	9753	4
4495	9756	4
4496	9757	1
4497	9758	1
4498	9760	1
4499	9768	3
4500	9771	2
4501	9772	2
4502	9774	3
4503	9779	5
4504	9780	1
4505	9782	1
4506	9785	3
4507	9786	5
4508	9787	4
4509	9788	2
4510	9792	3
4511	9793	4
4512	9795	2
4513	9796	3
4514	9798	2
4515	9803	5
4516	9805	4
4517	9807	2
4518	9808	4
4519	9809	1
4520	9810	2
4521	9813	1
4522	9814	1
4523	9816	2
4524	9818	2
4525	9819	4
4526	9820	3
4527	9821	3
4528	9827	5
4529	9830	1
4530	9832	3
4531	9833	5
4532	9834	4
4533	9836	2
4534	9837	2
4535	9839	5
4536	9843	2
4537	9845	3
4538	9847	1
4539	9849	5
4540	9850	1
4541	9851	1
4542	9855	2
4543	9856	1
4544	9857	5
4545	9858	5
4546	9859	2
4547	9860	5
4548	9862	1
4549	9863	1
4550	9864	2
4551	9866	1
4552	9867	1
4553	9868	1
4554	9873	3
4555	9874	3
4556	9875	5
4557	9877	2
4558	9878	4
4559	9879	5
4560	9880	1
4561	9882	2
4562	9883	2
4563	9885	3
4564	9886	1
4565	9888	4
4566	9891	3
4567	9892	5
4568	9894	3
4569	9897	1
4570	9898	4
4571	9900	2
4572	9901	1
4573	9904	5
4574	9905	5
4575	9907	4
4576	9909	2
4577	9910	2
4578	9914	1
4579	9918	1
4580	9919	5
4581	9924	4
4582	9925	1
4583	9928	4
4584	9930	2
4585	9932	4
4586	9937	1
4587	9938	5
4588	9941	4
4589	9942	1
4590	9943	3
4591	9953	1
4592	9954	5
4593	9958	5
4594	9959	4
4595	9960	1
4596	9961	2
4597	9965	2
4598	9968	4
4599	9969	3
4600	9970	4
4601	9971	1
4602	9973	3
4603	9976	5
4604	9977	1
4605	9979	1
4606	9980	5
4607	9983	2
4608	9984	2
4609	9986	4
4610	9990	1
4611	9992	5
4612	9994	2
4613	9995	4
4614	9998	1
4615	9999	1
4616	10001	4
4617	10005	4
4618	10006	3
4619	10009	5
4620	10010	5
4621	10011	5
4622	10013	2
4623	10014	5
4624	10016	3
4625	10020	1
4626	10022	2
4627	10026	3
4628	10029	1
4629	10031	2
4630	10032	1
4631	10033	4
4632	10034	3
4633	10036	4
4634	10037	4
4635	10040	3
4636	10041	1
4637	10042	4
4638	10043	4
4639	10044	1
4640	10045	5
4641	10047	1
4642	10053	5
4643	10056	4
4644	10057	2
4645	10058	4
4646	10059	2
4647	10061	3
4648	10063	2
4649	10065	5
4650	10066	5
4651	10071	4
4652	10072	5
4653	10074	1
4654	10077	4
4655	10078	1
4656	10084	1
4657	10086	5
4658	10089	1
4659	10090	4
4660	10091	1
4661	10092	3
4662	10093	1
4663	10097	2
4664	10102	2
4665	10103	4
4666	10105	4
4667	10106	4
4668	10107	3
4669	10108	1
4670	10113	4
4671	10115	1
4672	10116	3
4673	10120	4
4674	10123	2
4675	10125	5
4676	10126	2
4677	10128	1
4678	10130	1
4679	10135	1
4680	10136	2
4681	10137	1
4682	10139	5
4683	10141	2
4684	10143	3
4685	10144	2
4686	10145	5
4687	10149	2
4688	10150	1
4689	10152	5
4690	10153	4
4691	10159	5
4692	10160	5
4693	10163	4
4694	10166	4
4695	10173	4
4696	10174	2
4697	10176	1
4698	10177	5
4699	10180	4
4700	10182	3
4701	10183	2
4702	10184	4
4703	10187	2
4704	10189	5
4705	10190	1
4706	10191	4
4707	10192	5
4708	10193	2
4709	10194	5
4710	10199	1
4711	10205	2
4712	10212	4
4713	10213	5
4714	10215	4
4715	10217	4
4716	10219	5
4717	10220	5
4718	10222	5
4719	10223	3
4720	10229	5
4721	10230	2
4722	10233	4
4723	10235	5
4724	10236	1
4725	10240	3
4726	10242	1
4727	10243	3
4728	10247	4
4729	10248	1
4730	10251	3
4731	10252	1
4732	10253	3
4733	10254	2
4734	10257	4
4735	10258	3
4736	10261	2
4737	10264	4
4738	10265	2
4739	10266	3
4740	10270	2
4741	10271	3
4742	10273	5
4743	10275	4
4744	10277	3
4745	10278	3
4746	10279	2
4747	10280	1
4748	10281	1
4749	10283	4
4750	10284	1
4751	10288	1
4752	10292	5
4753	10298	2
4754	10300	4
4755	10301	5
4756	10303	5
4757	10305	4
4758	10307	2
4759	10309	1
4760	10320	1
4761	10325	5
4762	10326	5
4763	10331	4
4764	10332	1
4765	10333	5
4766	10339	4
4767	10343	1
4768	10344	3
4769	10345	4
4770	10347	5
4771	10348	2
4772	10351	3
4773	10352	4
4774	10354	2
4775	10357	3
4776	10366	5
4777	10367	4
4778	10371	3
4779	10375	1
4780	10379	1
4781	10380	3
4782	10381	3
4783	10383	2
4784	10385	3
4785	10387	5
4786	10389	4
4787	10390	3
4788	10398	5
4789	10402	3
4790	10414	4
4791	10416	5
4792	10417	1
4793	10418	1
4794	10419	4
4795	10420	1
4796	10426	5
4797	10429	5
4798	10431	4
4799	10436	4
4800	10438	2
4801	10441	4
4802	10442	5
4803	10444	3
4804	10445	2
4805	10450	3
4806	10453	4
4807	10454	3
4808	10455	2
4809	10461	3
4810	10462	1
4811	10466	4
4812	10467	1
4813	10468	4
4814	10472	3
4815	10474	3
4816	10475	5
4817	10476	3
4818	10477	1
4819	10479	4
4820	10480	2
4821	10481	5
4822	10482	1
4823	10484	4
4824	10492	1
4825	10493	4
4826	10495	3
4827	10498	4
4828	10499	3
4829	10500	5
4830	10503	4
4831	10504	4
4832	10506	4
4833	10508	4
4834	10509	2
4835	10514	5
4836	10521	5
4837	10523	5
4838	10525	3
4839	10526	5
4840	10527	4
4841	10530	2
4842	10533	5
4843	10535	5
4844	10536	3
4845	10538	5
4846	10540	4
4847	10542	4
4848	10543	1
4849	10544	4
4850	10546	3
4851	10547	3
4852	10548	1
4853	10549	1
4854	10558	4
4855	10561	2
4856	10565	4
4857	10567	3
4858	10568	1
4859	10569	4
4860	10571	2
4861	10572	4
4862	10573	1
4863	10574	3
4864	10576	4
4865	10578	2
4866	10581	4
4867	10584	5
4868	10586	1
4869	10587	3
4870	10590	2
4871	10591	1
4872	10592	3
4873	10596	3
4874	10598	5
4875	10599	4
4876	10603	1
4877	10604	2
4878	10605	2
4879	10606	2
4880	10607	5
4881	10610	4
4882	10612	2
4883	10613	1
4884	10616	3
4885	10619	5
4886	10620	5
4887	10621	3
4888	10622	1
4889	10625	3
4890	10627	3
4891	10628	3
4892	10631	3
4893	10632	4
4894	10634	4
4895	10637	3
4896	10638	3
4897	10639	5
4898	10642	4
4899	10643	2
4900	10644	3
4901	10649	3
4902	10650	4
4903	10651	1
4904	10653	4
4905	10654	1
4906	10656	4
4907	10658	5
4908	10662	1
4909	10663	3
4910	10665	2
4911	10666	1
4912	10667	5
4913	10670	5
4914	10671	1
4915	10674	2
4916	10676	5
4917	10679	4
4918	10681	4
4919	10691	5
4920	10692	4
4921	10693	3
4922	10694	5
4923	10696	2
4924	10701	5
4925	10703	1
4926	10709	3
4927	10710	5
4928	10713	1
4929	10714	4
4930	10719	2
4931	10721	2
4932	10724	4
4933	10729	5
4934	10734	1
4935	10737	4
4936	10742	3
4937	10743	1
4938	10745	1
4939	10751	1
4940	10753	2
4941	10754	5
4942	10755	5
4943	10756	4
4944	10759	3
4945	10760	2
4946	10763	4
4947	10764	1
4948	10766	3
4949	10771	5
4950	10772	1
4951	10774	1
4952	10775	2
4953	10776	5
4954	10782	5
4955	10783	5
4956	10784	2
4957	10790	3
4958	10794	4
4959	10796	5
4960	10797	5
4961	10805	4
4962	10807	3
4963	10812	5
4964	10815	2
4965	10817	3
4966	10818	4
4967	10819	3
4968	10821	3
4969	10822	4
4970	10827	1
4971	10829	5
4972	10832	2
4973	10833	4
4974	10836	5
4975	10837	3
4976	10844	4
4977	10845	1
4978	10847	1
4979	10858	2
4980	10860	5
4981	10864	5
4982	10865	2
4983	10866	1
4984	10867	3
4985	10868	3
4986	10871	5
4987	10872	1
4988	10876	4
4989	10877	3
4990	10879	1
4991	10881	3
4992	10888	3
4993	10893	5
4994	10894	5
4995	10897	2
4996	10899	4
4997	10902	3
4998	10905	5
4999	10914	3
5000	10917	4
5001	10918	4
5002	10920	5
5003	10921	2
5004	10922	4
5005	10924	1
5006	10929	1
5007	10930	5
5008	10932	1
5009	10934	1
5010	10936	4
5011	10939	2
5012	10940	1
5013	10944	4
5014	10946	3
5015	10947	4
5016	10950	1
5017	10952	4
5018	10955	5
5019	10956	1
5020	10958	4
5021	10960	3
5022	10962	1
5023	10963	4
5024	10966	1
5025	10968	5
5026	10970	3
5027	10972	4
5028	10974	1
5029	10975	3
5030	10977	1
5031	10978	3
5032	10980	5
5033	10981	4
5034	10982	2
5035	10983	1
5036	10988	1
5037	10992	5
5038	10993	5
5039	10994	4
5040	10995	5
5041	10997	3
5042	11000	5
5043	11001	1
5044	11003	2
5045	11005	3
5046	11006	1
5047	11007	2
5048	11008	5
5049	11010	1
5050	11012	5
5051	11017	3
5052	11018	1
5053	11021	2
5054	11024	3
5055	11026	1
5056	11029	2
5057	11033	5
5058	11034	3
5059	11037	3
5060	11038	2
5061	11041	1
5062	11043	1
5063	11045	2
5064	11048	5
5065	11049	3
5066	11050	3
5067	11051	2
5068	11052	1
5069	11055	3
5070	11057	3
5071	11058	5
5072	11059	5
5073	11062	1
5074	11063	3
5075	11064	4
5076	11069	4
5077	11071	5
5078	11073	3
5079	11074	1
5080	11079	2
5081	11080	5
5082	11082	5
5083	11083	2
5084	11084	3
5085	11086	2
5086	11087	2
5087	11089	3
5088	11091	4
5089	11093	5
5090	11094	2
5091	11095	1
5092	11098	2
5093	11099	1
5094	11100	3
5095	11101	1
5096	11103	2
5097	11105	3
5098	11106	1
5099	11107	2
5100	11110	4
5101	11112	1
5102	11113	4
5103	11115	2
5104	11116	3
5105	11120	4
5106	11122	2
5107	11124	4
5108	11128	3
5109	11131	2
5110	11133	4
5111	11137	5
5112	11138	4
5113	11139	4
5114	11140	4
5115	11142	4
5116	11147	4
5117	11148	3
5118	11153	5
5119	11154	2
5120	11156	4
5121	11157	1
5122	11158	2
5123	11162	5
5124	11163	1
5125	11164	1
5126	11165	1
5127	11166	3
5128	11167	5
5129	11169	3
5130	11172	5
5131	11174	2
5132	11176	4
5133	11177	3
5134	11178	1
5135	11179	3
5136	11182	2
5137	11184	1
5138	11188	1
5139	11193	2
5140	11197	3
5141	11201	5
5142	11202	2
5143	11204	5
5144	11206	3
5145	11208	2
5146	11209	2
5147	11210	3
5148	11213	2
5149	11215	2
5150	11216	1
5151	11217	4
5152	11219	4
5153	11222	1
5154	11227	5
5155	11229	5
5156	11232	5
5157	11235	5
5158	11237	5
5159	11240	3
5160	11241	5
5161	11242	3
5162	11244	3
5163	11246	2
5164	11247	2
5165	11248	5
5166	11249	1
5167	11251	1
5168	11253	5
5169	11255	5
5170	11258	4
5171	11260	4
5172	11261	4
5173	11264	3
5174	11265	4
5175	11266	4
5176	11270	2
5177	11271	2
5178	11272	4
5179	11274	5
5180	11275	4
5181	11278	3
5182	11282	2
5183	11284	3
5184	11289	5
5185	11291	2
5186	11295	4
5187	11296	5
5188	11297	4
5189	11298	5
5190	11299	2
5191	11302	1
5192	11304	3
5193	11306	5
5194	11307	4
5195	11308	5
5196	11312	2
5197	11314	2
5198	11316	1
5199	11317	5
5200	11318	3
5201	11319	1
5202	11320	4
5203	11321	3
5204	11322	2
5205	11327	3
5206	11328	5
5207	11329	2
5208	11330	1
5209	11332	1
5210	11333	4
5211	11335	2
5212	11338	2
5213	11339	5
5214	11342	3
5215	11343	3
5216	11344	4
5217	11345	1
5218	11347	4
5219	11349	1
5220	11351	1
5221	11352	1
5222	11353	4
5223	11358	3
5224	11362	3
5225	11364	1
5226	11370	1
5227	11372	2
5228	11373	2
5229	11378	4
5230	11383	5
5231	11385	4
5232	11388	4
5233	11390	2
5234	11391	2
5235	11395	5
5236	11397	1
5237	11400	3
5238	11401	4
5239	11409	4
5240	11410	4
5241	11414	1
5242	11415	4
5243	11418	2
5244	11419	2
5245	11420	5
5246	11422	4
5247	11423	1
5248	11424	5
5249	11425	2
5250	11426	5
5251	11431	1
5252	11432	2
5253	11433	1
5254	11436	3
5255	11441	4
5256	11442	5
5257	11445	1
5258	11447	5
5259	11450	2
5260	11451	5
5261	11453	5
5262	11455	2
5263	11457	1
5264	11458	3
5265	11464	5
5266	11465	4
5267	11467	1
5268	11468	3
5269	11471	1
5270	11472	2
5271	11473	5
5272	11477	2
5273	11478	1
5274	11479	2
5275	11487	5
5276	11490	4
5277	11491	5
5278	11492	1
5279	11494	2
5280	11495	5
5281	11499	3
5282	11501	4
5283	11502	1
5284	11503	4
5285	11507	1
5286	11508	1
5287	11509	1
5288	11510	1
5289	11511	4
5290	11512	3
5291	11513	2
5292	11514	2
5293	11515	5
5294	11516	2
5295	11522	3
5296	11526	1
5297	11528	3
5298	11530	1
5299	11532	2
5300	11533	5
5301	11535	1
5302	11536	1
5303	11537	1
5304	11539	5
5305	11541	1
5306	11544	2
5307	11546	1
5308	11547	5
5309	11549	4
5310	11550	3
5311	11551	1
5312	11552	3
5313	11553	3
5314	11557	3
5315	11560	5
5316	11561	3
5317	11562	3
5318	11564	4
5319	11566	3
5320	11568	1
5321	11569	1
5322	11571	2
5323	11574	5
5324	11575	4
5325	11576	1
5326	11579	5
5327	11581	3
5328	11582	3
5329	11584	4
5330	11587	1
5331	11595	2
5332	11596	2
5333	11598	5
5334	11599	2
5335	11600	1
5336	11604	4
5337	11605	2
5338	11611	4
5339	11612	4
5340	11615	1
5341	11616	3
5342	11617	4
5343	11618	5
5344	11621	1
5345	11623	1
5346	11625	4
5347	11626	5
5348	11630	3
5349	11632	4
5350	11638	1
5351	11639	2
5352	11640	4
5353	11643	5
5354	11644	2
5355	11645	4
5356	11647	4
5357	11649	4
5358	11650	4
5359	11653	5
5360	11656	5
5361	11658	5
5362	11660	5
5363	11661	1
5364	11662	2
5365	11663	3
5366	11664	1
5367	11666	2
5368	11668	5
5369	11669	1
5370	11674	1
5371	11676	3
5372	11682	2
5373	11683	2
5374	11684	4
5375	11692	4
5376	11696	4
5377	11699	1
5378	11701	5
5379	11702	5
5380	11706	1
5381	11708	5
5382	11711	5
5383	11713	2
5384	11714	4
5385	11715	4
5386	11720	2
5387	11721	2
5388	11722	5
5389	11723	3
5390	11724	5
5391	11728	1
5392	11730	3
5393	11734	1
5394	11739	1
5395	11740	1
5396	11743	4
5397	11744	2
5398	11746	3
5399	11747	3
5400	11748	1
5401	11749	1
5402	11750	5
5403	11752	1
5404	11754	2
5405	11756	1
5406	11760	2
5407	11762	3
5408	11764	5
5409	11766	5
5410	11767	5
5411	11772	5
5412	11773	1
5413	11774	3
5414	11775	1
5415	11776	5
5416	11777	5
5417	11778	5
5418	11780	1
5419	11781	3
5420	11782	1
5421	11783	1
5422	11788	3
5423	11789	4
5424	11790	5
5425	11793	4
5426	11794	3
5427	11795	2
