rno	uno	mno	date	time	adult	Teenager	senior	seat	coupon	price
10306	58	43	2025-08-21	20:00:00	3	0	2	D02,D03,D04,D05,D06	2	66800
10307	89	43	2025-08-21	17:00:00	0	2	1	F05,F06,F07	0	38000
10308	15	43	2025-08-21	17:00:00	3	0	2	C04,C05,C06,C07,C08	0	74000
10309	90	43	2025-08-21	8:00:00	0	2	1	D05,D06,D07	0	26600
10310	76	43	2025-08-21	11:00:00	1	0	1	E02,E03	1	10000
10311	58	43	2025-08-21	20:00:00	0	2	1	D04,D05,D06	1	24000
10312	34	43	2025-08-21	23:00:00	3	0	0	E03,E04,E05	0	54000
10313	95	43	2025-08-21	17:00:00	1	2	0	A03,A04,A05	2	38800
10314	30	43	2025-08-21	23:00:00	2	2	1	B03,B04,B05,B06,B07	0	74000
10315	65	43	2025-08-21	17:00:00	2	0	0	B02,B03	0	36000
10316	7	43	2025-08-21	14:00:00	1	1	0	F04,F05	1	14000
10317	60	43	2025-08-21	11:00:00	0	0	1	C05	0	10000
10318	75	43	2025-08-21	17:00:00	1	1	2	B01,B02,B03,B04	0	52000
10319	29	43	2025-08-21	11:00:00	0	2	1	D04,D05,D06	0	38000
10320	26	43	2025-08-21	23:00:00	1	0	1	C01,C02	2	20800
10321	98	43	2025-08-21	17:00:00	1	2	0	B03,B04,B05	1	28000
10322	21	43	2025-08-21	8:00:00	3	1	0	D01,D02,D03,D04	0	47600
10323	45	43	2025-08-21	20:00:00	0	0	1	D03	0	10000
10324	46	43	2025-08-21	17:00:00	1	0	2	B01,B02,B03	1	20000
10325	62	43	2025-08-21	11:00:00	2	0	2	B05,B06,B07,B08	1	38000
10326	48	43	2025-08-21	11:00:00	2	0	2	E04,E05,E06,E07	2	48800
10327	75	43	2025-08-21	14:00:00	0	2	1	F02,F03,F04	2	32400
10328	36	43	2025-08-21	14:00:00	2	1	2	B05,B06,B07,B08,B09	1	52000
10329	28	43	2025-08-21	17:00:00	2	1	0	E01,E02,E03	1	32000
10330	23	43	2025-08-21	17:00:00	0	2	1	A04,A05,A06	0	38000
10331	11	43	2025-08-21	20:00:00	3	2	0	C05,C06,C07,C08,C09	1	64000
10332	100	43	2025-08-21	14:00:00	1	2	0	F01,F02,F03	0	46000
10333	36	43	2025-08-21	20:00:00	0	0	2	D02,D03	2	16000
10334	81	43	2025-08-21	14:00:00	1	2	0	D05,D06,D07	2	38800
10335	97	43	2025-08-21	8:00:00	1	2	0	A02,A03,A04	1	14200
10336	61	43	2025-08-21	8:00:00	2	2	1	D03,D04,D05,D06,D07	0	51800
10337	50	43	2025-08-21	8:00:00	2	2	0	E04,E05,E06,E07	0	44800
10338	52	43	2025-08-21	23:00:00	1	2	2	D03,D04,D05,D06,D07	1	48000
10339	36	43	2025-08-21	17:00:00	2	0	0	F03,F04	1	18000
10340	8	43	2025-08-21	14:00:00	1	1	2	E03,E04,E05,E06	2	44800
10341	59	43	2025-08-21	17:00:00	1	1	1	B05,B06,B07	1	24000
10342	28	43	2025-08-21	8:00:00	1	1	2	E05,E06,E07,E08	1	18400
10343	53	43	2025-08-21	8:00:00	3	1	1	C05,C06,C07,C08,C09	1	36600
10344	17	43	2025-08-21	20:00:00	1	1	2	F04,F05,F06,F07	1	34000
10345	96	43	2025-08-21	14:00:00	1	1	1	C01,C02,C03	2	34800
10346	74	43	2025-08-21	23:00:00	2	2	0	F03,F04,F05,F06	1	46000
10347	10	43	2025-08-21	11:00:00	0	2	2	B01,B02,B03,B04	2	42400
10348	53	43	2025-08-21	8:00:00	2	0	0	F03,F04	1	7200
10349	80	43	2025-08-21	11:00:00	0	1	1	D03,D04	2	18400
10350	35	43	2025-08-21	20:00:00	1	0	0	E05	1	0
10351	28	26	2025-08-22	14:00:00	0	0	1	H03	1	0
10352	87	26	2025-08-22	17:00:00	0	1	1	J04,J05	0	24000
10353	100	26	2025-08-22	11:00:00	0	0	1	E05	1	0
10354	52	26	2025-08-22	23:00:00	1	0	2	G03,G04,G05	0	38000
10355	66	26	2025-08-22	20:00:00	0	0	1	C01	1	0
10356	74	26	2025-08-22	14:00:00	1	2	2	A05,A06,A07,A08,A09	2	58800
10357	74	26	2025-08-22	8:00:00	2	1	2	D03,D04,D05,D06,D07	0	49000
10358	8	26	2025-08-22	17:00:00	3	2	0	E02,E03,E04,E05,E06	1	64000
10359	20	26	2025-08-22	8:00:00	0	2	2	D05,D06,D07,D08	0	33600
10360	77	26	2025-08-22	20:00:00	0	0	1	C02	0	10000
10361	31	26	2025-08-22	8:00:00	3	1	0	C04,C05,C06,C07	1	29600
10362	15	26	2025-08-22	11:00:00	2	1	1	H02,H03,H04,H05	2	52800
10363	66	26	2025-08-22	8:00:00	3	2	0	F03,F04,F05,F06,F07	2	50200
10364	77	26	2025-08-22	20:00:00	0	2	1	B04,B05,B06	1	24000
10365	26	26	2025-08-22	14:00:00	0	1	0	H05	1	0
10366	29	26	2025-08-22	23:00:00	0	2	2	B05,B06,B07,B08	0	48000
10367	24	26	2025-08-22	14:00:00	3	0	2	J04,J05,J06,J07,J08	1	56000
10368	72	26	2025-08-22	17:00:00	2	2	1	A01,A02,A03,A04,A05	0	74000
10369	26	26	2025-08-22	8:00:00	1	0	1	H03,H04	1	1600
10370	16	26	2025-08-22	17:00:00	1	0	2	G02,G03,G04	0	38000
10371	60	26	2025-08-22	14:00:00	2	1	0	A01,A02,A03	0	50000
10372	62	26	2025-08-22	23:00:00	2	1	2	J04,J05,J06,J07,J08	1	52000
10373	64	26	2025-08-22	23:00:00	0	0	2	B04,B05	1	10000
10374	96	26	2025-08-22	14:00:00	1	1	2	C02,C03,C04,C05	0	52000
10375	86	26	2025-08-22	17:00:00	1	2	0	B05,B06,B07	0	46000
10376	55	26	2025-08-22	17:00:00	1	2	2	I01,I02,I03,I04,I05	2	58800
10377	80	26	2025-08-22	17:00:00	3	1	1	B01,B02,B03,B04,B05	1	60000
10378	52	26	2025-08-22	11:00:00	1	0	0	I05	2	10800
10379	25	26	2025-08-22	8:00:00	2	0	1	A02,A03,A04	1	14200
10380	32	26	2025-08-22	8:00:00	2	0	2	C05,C06,C07,C08	1	21200
10381	20	26	2025-08-22	14:00:00	3	1	0	E04,E05,E06,E07	0	68000
10382	18	26	2025-08-22	14:00:00	2	1	1	F03,F04,F05,F06	0	60000
10383	39	26	2025-08-22	14:00:00	1	2	2	A02,A03,A04,A05,A06	0	66000
10384	44	26	2025-08-22	11:00:00	0	2	2	A03,A04,A05,A06	2	42400
10385	59	26	2025-08-22	23:00:00	0	0	1	G01	0	10000
10386	75	26	2025-08-22	8:00:00	3	1	0	J05,J06,J07,J08	2	40400
10387	10	26	2025-08-22	11:00:00	3	0	2	A03,A04,A05,A06,A07	2	66800
10388	26	26	2025-08-22	8:00:00	1	1	1	A05,A06,A07	0	29400
10389	74	26	2025-08-22	20:00:00	0	2	0	D04,D05	2	22400
10390	60	26	2025-08-22	17:00:00	0	1	1	H05,H06	1	10000
10391	93	27	2025-08-22	8:00:00	1	2	0	A03,A04,A05	1	14200
10392	76	27	2025-08-22	11:00:00	1	1	1	C01,C02,C03	2	34800
10393	67	27	2025-08-22	20:00:00	0	2	0	G01,G02	1	14000
10394	35	27	2025-08-22	23:00:00	3	1	1	H03,H04,H05,H06,H07	0	78000
10395	88	27	2025-08-22	23:00:00	1	1	0	B02,B03	2	24800
10396	59	27	2025-08-22	11:00:00	0	2	0	J04,J05	2	22400
10397	62	27	2025-08-22	23:00:00	0	1	2	E04,E05,E06	1	20000
10398	56	27	2025-08-22	8:00:00	1	2	1	F03,F04,F05,F06	1	21200
10399	80	27	2025-08-22	14:00:00	0	2	1	H02,H03,H04	2	32400
10400	93	27	2025-08-22	14:00:00	2	0	0	C03,C04	2	28800
10401	39	27	2025-08-22	14:00:00	1	1	2	I04,I05,I06,I07	2	44800
10402	3	27	2025-08-22	14:00:00	2	0	0	D01,D02	1	18000
10403	29	27	2025-08-22	11:00:00	2	1	0	C04,C05,C06	2	42800
10404	90	27	2025-08-22	8:00:00	1	1	1	I01,I02,I03	1	11400
10405	53	27	2025-08-22	14:00:00	2	0	1	I03,I04,I05	1	28000
10406	28	27	2025-08-22	11:00:00	3	1	0	J02,J03,J04,J05	0	68000
10407	61	27	2025-08-22	20:00:00	0	0	1	D03	2	6000
10408	74	27	2025-08-22	14:00:00	1	1	2	B05,B06,B07,B08	0	52000
10409	36	27	2025-08-22	8:00:00	2	1	0	B02,B03,B04	1	17000
10410	83	27	2025-08-22	11:00:00	2	0	1	H02,H03,H04	1	28000
10411	93	27	2025-08-22	20:00:00	1	0	0	F02	0	18000
10412	7	27	2025-08-22	20:00:00	3	2	0	E03,E04,E05,E06,E07	1	64000
10413	50	27	2025-08-22	20:00:00	3	0	0	F01,F02,F03	2	46800
10414	58	27	2025-08-22	20:00:00	3	0	2	H02,H03,H04,H05,H06	0	74000
10415	79	28	2025-08-22	14:00:00	3	0	0	A02,A03,A04	2	46800
10416	24	28	2025-08-22	8:00:00	3	0	0	D01,D02,D03	1	19800
10417	95	28	2025-08-22	23:00:00	1	0	1	G02,G03	2	20800
10418	52	28	2025-08-22	23:00:00	0	2	2	C04,C05,C06,C07	1	34000
10419	94	28	2025-08-22	23:00:00	3	0	1	B02,B03,B04,B05	2	56800
10420	25	28	2025-08-22	11:00:00	3	1	1	F01,F02,F03,F04,F05	0	78000
10421	78	28	2025-08-22	17:00:00	0	2	2	B01,B02,B03,B04	1	34000
10422	4	28	2025-08-22	17:00:00	1	0	0	G02	0	18000
10423	49	28	2025-08-22	17:00:00	2	2	0	F03,F04,F05,F06	1	46000
10424	32	28	2025-08-22	23:00:00	3	0	0	C05,C06,C07	0	54000
10425	83	28	2025-08-22	14:00:00	0	1	1	A01,A02	1	10000
10426	85	28	2025-08-22	23:00:00	3	0	0	C03,C04,C05	0	54000
10427	10	28	2025-08-22	17:00:00	3	0	0	G05,G06,G07	0	54000
10428	94	28	2025-08-22	8:00:00	0	1	1	F05,F06	0	16800
10429	33	28	2025-08-22	20:00:00	0	1	0	C05	0	14000
10430	13	28	2025-08-22	17:00:00	2	0	0	D02,D03	2	28800
10431	66	28	2025-08-22	11:00:00	2	1	2	E05,E06,E07,E08,E09	1	52000
10432	6	28	2025-08-22	14:00:00	3	0	0	F05,F06,F07	1	36000
10433	47	28	2025-08-22	14:00:00	0	2	2	A03,A04,A05,A06	2	42400
10434	12	28	2025-08-22	8:00:00	2	0	1	B01,B02,B03	0	32200
10435	52	28	2025-08-22	23:00:00	1	2	0	A05,A06,A07	0	46000
10436	84	28	2025-08-22	8:00:00	0	2	0	D03,D04	2	14000
10437	97	28	2025-08-22	17:00:00	1	2	0	A05,A06,A07	0	46000
10438	36	28	2025-08-22	17:00:00	1	1	0	A05,A06	0	32000
10439	55	28	2025-08-22	14:00:00	0	2	0	C02,C03	2	22400
10440	59	28	2025-08-22	8:00:00	3	0	1	A02,A03,A04,A05	0	44800
10441	39	28	2025-08-22	17:00:00	1	2	2	D05,D06,D07,D08,D09	1	48000
10442	25	31	2025-08-22	14:00:00	2	1	1	B01,B02,B03,B04	0	60000
10443	6	31	2025-08-22	20:00:00	1	2	1	F01,F02,F03,F04	2	48800
10444	55	31	2025-08-22	14:00:00	3	0	2	C01,C02,C03,C04,C05	1	56000
10445	61	31	2025-08-22	23:00:00	0	0	2	C02,C03	2	16000
10446	55	31	2025-08-22	17:00:00	0	1	1	E05,E06	0	24000
10447	24	31	2025-08-22	14:00:00	0	1	1	C01,C02	2	18400
10448	45	31	2025-08-22	23:00:00	2	2	0	E01,E02,E03,E04	1	46000
10449	34	31	2025-08-22	8:00:00	1	0	1	D02,D03	0	19600
10450	66	31	2025-08-22	11:00:00	1	2	0	A03,A04,A05	0	46000
10451	52	31	2025-08-22	11:00:00	0	1	1	C01,C02	2	18400
10452	77	31	2025-08-22	8:00:00	1	1	2	A03,A04,A05,A06	1	18400
10453	100	31	2025-08-22	23:00:00	2	2	1	B02,B03,B04,B05,B06	0	74000
10454	31	31	2025-08-22	17:00:00	2	0	0	A01,A02	1	18000
10455	1	31	2025-08-22	11:00:00	1	2	2	C04,C05,C06,C07,C08	0	66000
10456	60	31	2025-08-22	11:00:00	3	0	2	A03,A04,A05,A06,A07	0	74000
10457	97	31	2025-08-22	20:00:00	1	0	2	D01,D02,D03	1	20000
10458	22	31	2025-08-22	11:00:00	2	0	1	D03,D04,D05	2	38800
10459	68	31	2025-08-22	8:00:00	1	0	2	C04,C05,C06	1	8600
10460	38	31	2025-08-22	11:00:00	0	1	2	A03,A04,A05	2	28400
10461	64	31	2025-08-22	11:00:00	2	0	1	D01,D02,D03	1	28000
10462	8	31	2025-08-22	23:00:00	2	2	1	B01,B02,B03,B04,B05	0	74000
10463	74	31	2025-08-22	11:00:00	1	1	2	D03,D04,D05,D06	2	44800
10464	37	31	2025-08-22	11:00:00	3	2	0	A02,A03,A04,A05,A06	1	64000
10465	8	31	2025-08-22	11:00:00	0	1	2	F04,F05,F06	1	20000
10466	5	31	2025-08-22	20:00:00	3	0	0	C05,C06,C07	2	46800
10467	55	31	2025-08-22	17:00:00	0	1	0	E04	0	14000
10468	45	31	2025-08-22	11:00:00	3	0	0	B04,B05,B06	1	36000
10469	100	33	2025-08-22	14:00:00	0	2	2	D02,D03,D04,D05	2	42400
10470	70	33	2025-08-22	17:00:00	3	1	1	G02,G03,G04,G05,G06	0	78000
10471	81	33	2025-08-22	11:00:00	3	1	0	A01,A02,A03,A04	0	68000
10472	92	33	2025-08-22	14:00:00	1	2	1	I02,I03,I04,I05	1	38000
10473	89	33	2025-08-22	8:00:00	0	0	1	G05	0	7000
10474	96	33	2025-08-22	23:00:00	0	0	2	H01,H02	0	20000
10475	10	33	2025-08-22	17:00:00	2	1	1	H01,H02,H03,H04	0	60000
10476	75	33	2025-08-22	20:00:00	2	0	0	A04,A05	2	28800
10477	52	33	2025-08-22	8:00:00	0	0	1	H02	1	0
10478	63	33	2025-08-22	23:00:00	2	1	1	C03,C04,C05,C06	0	60000
10479	30	33	2025-08-22	14:00:00	3	1	1	A01,A02,A03,A04,A05	2	70800
10480	24	33	2025-08-22	11:00:00	2	1	1	I01,I02,I03,I04	1	42000
10481	48	33	2025-08-22	14:00:00	3	2	0	F05,F06,F07,F08,F09	1	64000
10482	54	33	2025-08-22	14:00:00	2	0	2	J04,J05,J06,J07	1	38000
10483	27	33	2025-08-22	23:00:00	3	0	2	I05,I06,I07,I08,I09	0	74000
10484	73	33	2025-08-22	17:00:00	2	0	1	G02,G03,G04	2	38800
10485	37	33	2025-08-22	23:00:00	3	1	0	G03,G04,G05,G06	2	60800
10486	71	33	2025-08-22	23:00:00	3	0	2	F01,F02,F03,F04,F05	1	56000
10487	82	33	2025-08-22	20:00:00	0	2	0	A01,A02	2	22400
10488	71	33	2025-08-22	14:00:00	0	1	1	E04,E05	0	24000
10489	28	33	2025-08-22	8:00:00	1	1	1	E04,E05,E06	1	11400
10490	70	43	2025-08-22	14:00:00	1	1	0	B02,B03	0	32000
10491	17	43	2025-08-22	8:00:00	1	1	0	F03,F04	1	4400
10492	66	43	2025-08-22	23:00:00	1	1	0	E01,E02	1	14000
10493	58	43	2025-08-22	23:00:00	2	0	0	F04,F05	0	36000
10494	85	43	2025-08-22	8:00:00	1	2	0	A03,A04,A05	1	14200
10495	23	43	2025-08-22	23:00:00	1	0	2	D03,D04,D05	2	30800
10496	56	43	2025-08-22	11:00:00	1	1	2	B01,B02,B03,B04	0	52000
10497	35	43	2025-08-22	14:00:00	2	2	1	F01,F02,F03,F04,F05	1	56000
10498	57	43	2025-08-22	14:00:00	1	2	1	D02,D03,D04,D05	2	48800
10499	78	43	2025-08-22	23:00:00	2	2	0	E01,E02,E03,E04	1	46000
10500	16	43	2025-08-22	17:00:00	0	0	2	F01,F02	1	10000
10501	99	43	2025-08-22	11:00:00	3	0	0	A01,A02,A03	2	46800
10502	38	43	2025-08-22	8:00:00	3	2	0	D03,D04,D05,D06,D07	2	50200
10503	70	43	2025-08-22	11:00:00	1	2	1	A02,A03,A04,A05	1	38000
10504	72	43	2025-08-22	8:00:00	0	0	2	A02,A03	1	4000
10505	76	43	2025-08-22	14:00:00	2	1	2	A03,A04,A05,A06,A07	1	52000
10506	13	43	2025-08-22	20:00:00	2	1	0	D02,D03,D04	0	50000
10507	18	43	2025-08-22	14:00:00	2	0	1	C02,C03,C04	0	46000
10508	34	43	2025-08-22	23:00:00	2	1	0	C02,C03,C04	2	42800
10509	28	43	2025-08-22	8:00:00	2	0	1	C01,C02,C03	0	32200
10510	71	43	2025-08-22	11:00:00	1	2	1	F03,F04,F05,F06	2	48800
10511	55	43	2025-08-22	8:00:00	3	0	0	C05,C06,C07	0	37800
10512	36	43	2025-08-22	14:00:00	0	0	1	D02	2	6000
10513	19	43	2025-08-22	8:00:00	0	2	2	E04,E05,E06,E07	2	28000
10514	35	43	2025-08-22	8:00:00	0	2	0	F01,F02	1	5600
10515	13	43	2025-08-22	20:00:00	3	1	1	F04,F05,F06,F07,F08	2	70800
10516	15	43	2025-08-22	17:00:00	1	1	0	D02,D03	2	24800
10517	32	43	2025-08-22	20:00:00	3	0	0	B01,B02,B03	2	46800
10518	88	43	2025-08-22	11:00:00	1	2	2	E03,E04,E05,E06,E07	2	58800
10519	87	43	2025-08-22	11:00:00	3	2	0	A03,A04,A05,A06,A07	0	82000
10520	72	43	2025-08-22	11:00:00	3	2	0	F04,F05,F06,F07,F08	0	82000
10521	37	43	2025-08-22	17:00:00	0	1	2	C04,C05,C06	2	28400
10522	49	43	2025-08-22	11:00:00	2	1	2	F02,F03,F04,F05,F06	1	52000
10523	25	43	2025-08-22	20:00:00	2	0	2	A04,A05,A06,A07	1	38000
10524	44	43	2025-08-22	11:00:00	2	2	0	C03,C04,C05,C06	1	46000
10525	31	43	2025-08-22	23:00:00	0	0	2	F03,F04	2	16000
10526	25	43	2025-08-22	14:00:00	3	1	0	D03,D04,D05,D06	1	50000
10527	30	43	2025-08-22	11:00:00	2	0	2	D04,D05,D06,D07	2	48800
10528	98	43	2025-08-22	8:00:00	0	0	1	D05	0	7000
10529	9	43	2025-08-22	17:00:00	0	1	2	B03,B04,B05	0	34000
10530	26	43	2025-08-22	20:00:00	3	0	0	A02,A03,A04	1	36000
10531	56	43	2025-08-22	11:00:00	0	2	1	E01,E02,E03	1	24000
10532	79	26	2025-08-23	14:00:00	2	1	1	E05,E06,E07,E08	2	52800
10533	42	26	2025-08-23	8:00:00	1	2	0	G05,G06,G07	1	14200
10534	28	26	2025-08-23	17:00:00	3	0	1	E04,E05,E06,E07	0	64000
10535	49	26	2025-08-23	23:00:00	3	0	0	B02,B03,B04	2	46800
10536	85	26	2025-08-23	23:00:00	3	1	0	F03,F04,F05,F06	1	50000
10537	88	26	2025-08-23	14:00:00	2	2	1	F04,F05,F06,F07,F08	1	56000
10538	29	26	2025-08-23	20:00:00	2	0	2	G01,G02,G03,G04	0	56000
10539	39	26	2025-08-23	11:00:00	2	1	2	E01,E02,E03,E04,E05	1	52000
10540	64	26	2025-08-23	17:00:00	3	0	2	F02,F03,F04,F05,F06	0	74000
10541	21	26	2025-08-23	14:00:00	1	1	0	E03,E04	1	14000
10542	100	26	2025-08-23	14:00:00	3	2	0	G04,G05,G06,G07,G08	0	82000
10543	52	26	2025-08-23	11:00:00	3	0	2	C01,C02,C03,C04,C05	0	74000
10544	2	26	2025-08-23	17:00:00	0	2	2	G04,G05,G06,G07	0	48000
10545	7	26	2025-08-23	23:00:00	2	1	2	A05,A06,A07,A08,A09	2	62800
10546	26	26	2025-08-23	11:00:00	2	0	2	E05,E06,E07,E08	1	38000
10547	37	26	2025-08-23	8:00:00	0	1	1	F02,F03	0	16800
10548	99	26	2025-08-23	20:00:00	1	0	1	J05,J06	1	10000
10549	11	26	2025-08-23	11:00:00	1	1	1	A04,A05,A06	2	34800
10550	26	26	2025-08-23	23:00:00	3	2	0	G03,G04,G05,G06,G07	0	82000
10551	23	26	2025-08-23	11:00:00	1	1	1	C03,C04,C05	2	34800
10552	78	27	2025-08-23	17:00:00	2	1	0	B05,B06,B07	2	42800
10553	21	27	2025-08-23	23:00:00	3	2	0	B05,B06,B07,B08,B09	2	74800
10554	25	27	2025-08-23	20:00:00	1	2	1	J03,J04,J05,J06	2	48800
10555	72	27	2025-08-23	23:00:00	1	2	1	J01,J02,J03,J04	1	38000
10556	16	27	2025-08-23	8:00:00	1	0	0	I05	0	12600
10557	98	27	2025-08-23	11:00:00	0	0	1	A05	0	10000
10558	89	27	2025-08-23	11:00:00	1	0	1	G01,G02	0	28000
10559	6	27	2025-08-23	17:00:00	1	2	0	F04,F05,F06	1	28000
10560	67	27	2025-08-23	17:00:00	2	2	0	C01,C02,C03,C04	0	64000
10561	89	27	2025-08-23	14:00:00	1	2	1	C04,C05,C06,C07	1	38000
10562	44	27	2025-08-23	20:00:00	3	0	2	J02,J03,J04,J05,J06	1	56000
10563	87	27	2025-08-23	17:00:00	1	2	0	H04,H05,H06	2	38800
10564	29	27	2025-08-23	8:00:00	1	1	2	D05,D06,D07,D08	2	29200
10565	25	27	2025-08-23	17:00:00	0	2	0	G04,G05	1	14000
10566	46	27	2025-08-23	17:00:00	3	0	0	G05,G06,G07	2	46800
10567	2	27	2025-08-23	17:00:00	1	1	1	F05,F06,F07	0	42000
10568	53	27	2025-08-23	17:00:00	1	0	2	D03,D04,D05	1	20000
10569	89	27	2025-08-23	14:00:00	1	2	0	G04,G05,G06	0	46000
10570	41	27	2025-08-23	20:00:00	0	2	0	C03,C04	0	28000
10571	49	27	2025-08-23	14:00:00	3	0	0	A04,A05,A06	1	36000
10572	93	27	2025-08-23	11:00:00	0	1	0	D01	0	14000
10573	96	27	2025-08-23	20:00:00	3	1	0	G04,G05,G06,G07	0	68000
10574	26	27	2025-08-23	14:00:00	1	0	2	G05,G06,G07	1	20000
10575	89	27	2025-08-23	23:00:00	3	1	0	G03,G04,G05,G06	2	60800
10576	54	27	2025-08-23	14:00:00	2	0	2	G01,G02,G03,G04	0	56000
10577	55	27	2025-08-23	14:00:00	3	0	0	C02,C03,C04	1	36000
10578	66	27	2025-08-23	8:00:00	1	2	1	J01,J02,J03,J04	0	39200
10579	86	27	2025-08-23	20:00:00	1	2	1	C03,C04,C05,C06	0	56000
10580	5	27	2025-08-23	17:00:00	2	2	1	H02,H03,H04,H05,H06	0	74000
10581	56	27	2025-08-23	8:00:00	2	2	0	C05,C06,C07,C08	1	26800
10582	78	27	2025-08-23	14:00:00	2	0	1	F03,F04,F05	2	38800
10583	59	27	2025-08-23	17:00:00	0	0	1	G04	1	0
10584	31	27	2025-08-23	20:00:00	0	0	2	A01,A02	0	20000
10585	15	27	2025-08-23	20:00:00	0	0	2	J04,J05	0	20000
10586	17	28	2025-08-23	20:00:00	2	1	2	B04,B05,B06,B07,B08	1	52000
10587	21	28	2025-08-23	17:00:00	2	2	1	G04,G05,G06,G07,G08	1	56000
10588	58	28	2025-08-23	8:00:00	2	0	0	F02,F03	1	7200
10589	7	28	2025-08-23	11:00:00	0	2	2	A02,A03,A04,A05	2	42400
10590	82	28	2025-08-23	14:00:00	3	2	0	F04,F05,F06,F07,F08	0	82000
10591	100	28	2025-08-23	17:00:00	2	2	0	D01,D02,D03,D04	0	64000
10592	65	28	2025-08-23	20:00:00	2	2	1	A04,A05,A06,A07,A08	1	56000
10593	43	28	2025-08-23	8:00:00	3	0	1	E03,E04,E05,E06	2	37600
10594	100	28	2025-08-23	20:00:00	2	0	0	F04,F05	2	28800
10595	10	28	2025-08-23	17:00:00	1	2	0	B04,B05,B06	1	28000
10596	67	28	2025-08-23	17:00:00	1	1	1	D02,D03,D04	2	34800
10597	2	28	2025-08-23	17:00:00	3	2	0	B04,B05,B06,B07,B08	2	74800
10598	1	28	2025-08-23	17:00:00	3	0	0	G01,G02,G03	1	36000
10599	88	28	2025-08-23	23:00:00	0	2	0	C05,C06	0	28000
10600	64	28	2025-08-23	8:00:00	2	2	1	F03,F04,F05,F06,F07	1	33800
10601	15	28	2025-08-23	17:00:00	3	0	1	B04,B05,B06,B07	0	64000
10602	37	28	2025-08-23	8:00:00	0	0	2	F02,F03	0	14000
10603	53	28	2025-08-23	8:00:00	2	0	0	E02,E03	0	25200
10604	73	28	2025-08-23	11:00:00	1	1	2	E01,E02,E03,E04	1	34000
10605	51	28	2025-08-23	17:00:00	0	2	0	F05,F06	2	22400
10606	95	28	2025-08-23	17:00:00	1	1	2	D01,D02,D03,D04	0	52000
10607	52	28	2025-08-23	17:00:00	0	0	1	B01	1	0
10608	70	31	2025-08-23	8:00:00	0	0	1	D01	1	0
10609	69	31	2025-08-23	20:00:00	1	1	2	C04,C05,C06,C07	1	34000
10610	63	31	2025-08-23	11:00:00	3	1	1	C05,C06,C07,C08,C09	0	78000
10611	75	31	2025-08-23	11:00:00	2	0	0	A03,A04	0	36000
10612	7	31	2025-08-23	23:00:00	0	2	1	B04,B05,B06	1	24000
10613	83	31	2025-08-23	11:00:00	3	0	2	F03,F04,F05,F06,F07	0	74000
10614	51	31	2025-08-23	20:00:00	1	0	0	F02	1	0
10615	31	31	2025-08-23	20:00:00	2	0	2	F04,F05,F06,F07	1	38000
10616	83	31	2025-08-23	11:00:00	0	1	0	B03	0	14000
10617	48	31	2025-08-23	8:00:00	3	1	0	A01,A02,A03,A04	0	47600
10618	27	31	2025-08-23	11:00:00	2	2	1	C02,C03,C04,C05,C06	1	56000
10619	27	31	2025-08-23	8:00:00	1	0	2	E04,E05,E06	1	8600
10620	24	31	2025-08-23	17:00:00	1	1	0	B02,B03	0	32000
10621	81	31	2025-08-23	17:00:00	1	1	2	E03,E04,E05,E06	0	52000
10622	28	31	2025-08-23	20:00:00	3	0	0	B03,B04,B05	0	54000
10623	56	31	2025-08-23	14:00:00	3	0	1	E02,E03,E04,E05	1	46000
10624	24	31	2025-08-23	11:00:00	2	0	2	E02,E03,E04,E05	1	38000
10625	34	31	2025-08-23	17:00:00	2	1	0	F05,F06,F07	2	42800
10626	38	31	2025-08-23	14:00:00	0	1	1	F05,F06	1	10000
10627	73	31	2025-08-23	11:00:00	0	2	1	A02,A03,A04	1	24000
10628	97	31	2025-08-23	23:00:00	3	1	0	B01,B02,B03,B04	1	50000
10629	31	31	2025-08-23	20:00:00	2	1	2	F01,F02,F03,F04,F05	1	52000
10630	35	31	2025-08-23	17:00:00	3	0	0	E04,E05,E06	2	46800
10631	77	31	2025-08-23	14:00:00	1	2	0	D05,D06,D07	2	38800
10632	88	31	2025-08-23	20:00:00	2	0	0	A03,A04	2	28800
10633	96	31	2025-08-23	23:00:00	2	2	0	A03,A04,A05,A06	0	64000
10634	37	31	2025-08-23	20:00:00	2	2	1	F01,F02,F03,F04,F05	2	66800
10635	11	31	2025-08-23	14:00:00	0	2	2	E02,E03,E04,E05	2	42400
10636	97	31	2025-08-23	14:00:00	3	0	0	F05,F06,F07	0	54000
10637	45	31	2025-08-23	8:00:00	3	0	1	F04,F05,F06,F07	1	26800
10638	78	31	2025-08-23	14:00:00	1	1	0	F03,F04	0	32000
10639	12	31	2025-08-23	11:00:00	1	2	2	B03,B04,B05,B06,B07	2	58800
10640	21	31	2025-08-23	17:00:00	3	2	0	F04,F05,F06,F07,F08	2	74800
10641	80	31	2025-08-23	11:00:00	2	2	0	F05,F06,F07,F08	0	64000
10642	28	31	2025-08-23	23:00:00	1	2	1	B04,B05,B06,B07	0	56000
10643	57	33	2025-08-23	8:00:00	1	0	0	I01	1	0
10644	58	33	2025-08-23	8:00:00	0	2	0	B03,B04	1	5600
10645	38	33	2025-08-23	20:00:00	0	2	0	E04,E05	1	14000
10646	100	33	2025-08-23	20:00:00	0	2	0	B02,B03	1	14000
